"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.744978593E0,-7.948579788E-1,3.049426079E-1,3.128463268E0
3.754995573E0,-5.867314339E-1,4.668760300E-2,1.902214050E0
3.765012656E0,-2.560051084E-1,-5.749130249E-2,1.063230991E0
3.775030937E0,1.314251423E-1,-7.773399353E-2,2.939553261E-1
3.785049271E0,6.593070626E-1,-5.629825592E-2,-2.478833199E-1
3.795068646E0,9.922134280E-1,-6.965637207E-2,-2.419157028E-1
3.805084739E0,1.017419696E0,5.093240738E-2,5.303025246E-1
3.815101927E0,1.039383888E0,2.594604492E-1,2.056228161E0
3.825119114E0,8.768841028E-1,4.939546585E-1,3.024267673E0
3.835137396E0,6.984952688E-1,8.179273605E-1,3.089577675E0
3.845153906E0,8.074336052E-1,1.051670551E0,2.452156544E0
3.855171562E0,1.002425671E0,1.099409103E0,1.610698700E0
3.865188073E0,1.145627975E0,1.238321781E0,7.475004196E-1
3.875205677E0,1.446211696E0,1.265836239E0,3.116989136E-2
3.885222552E0,1.740148664E0,1.148023605E0,-6.619701385E-1
3.895248541E0,1.693578482E0,1.077937126E0,-8.121576309E-1
3.905257239E0,1.424131751E0,1.134854794E0,-6.193008423E-1
3.915267396E0,1.138321757E0,1.048976898E0,-2.159662247E-1
3.925278073E0,6.721913815E-1,1.122037411E0,8.892745972E-1
3.935290625E0,3.592022061E-1,1.139182091E0,1.655965328E0
3.945304062E0,2.616620064E-2,9.240789413E-1,1.878398418E0
3.955318646E0,-4.379308820E-1,7.450761795E-1,2.207454205E0
